ClassA 	ClassB 	PathID 	PathName 	Gene
Metabolism	Metabolism of cofactors and vitamins	00780	Biotin metabolism	K02169,K00647,K09458,K00059,K02372,K00208,K02170,K09789,K19560,K19561,K16593,K01906,K00652,K00833,K19562,K19563,K01935,K01012,K01942,K03524,K01947,K01435,K08351
Metabolism	Metabolism of cofactors and vitamins	00785	Lipoic acid metabolism	K03644,K03801,K03800,K10105
Metabolism	Metabolism of cofactors and vitamins	00790	Folate biosynthesis	K01495,K09007,K01077,K01113,K08310,K19965,K13939,K13940,K01633,K00950,K00796,K13941,K18974,K18824,K18825,K00287,K18589,K19643,K18590,K19644,K19645,K18591,K13998,K13938,K01930,K11754,K20457,K01307,K01737,K00072,K04071,K00357,K00310,K10026,K06920,K06879,K09457,K03639,K03637,K20967,K03635,K21142,K03831,K03750,K15376,K01664,K01665,K13950,K03342,K02619,K18482,K17364,K18853,K15740
Metabolism	Metabolism of cofactors and vitamins	00670	One carbon pool by folate	K00287,K18589,K19643,K18590,K19644,K19645,K18591,K13998,K13938,K01938,K13402,K00288,K01491,K13403,K00295,K00600,K11787,K00601,K11175,K08289,K00602,K00603,K13990,K00604,K00605,K00548,K00560,K03465,K00289,K01433,K00297,K01746,K01934
Metabolism	Metabolism of cofactors and vitamins	00830	Retinol metabolism	K00515,K13951,K13980,K00121,K13952,K13953,K00001,K11146,K11147,K11148,K11149,K11150,K11151,K11152,K11153,K11154,K15734,K13369,K00678,K11155,K11156,K11157,K11158,K00061,K00157,K07249,K07437,K12664,K12665,K07408,K07409,K17683,K07411,K17709,K07412,K17718,K17719,K17720,K07413,K07420,K17689,K17690,K17691,K07424,K17687,K07425,K00699,K09516
Metabolism	Metabolism of cofactors and vitamins	00860	Porphyrin and chlorophyll metabolism	K00643,K01885,K14163,K02492,K01845,K01698,K01749,K01719,K13542,K13543,K02496,K02302,K02303,K00589,K02304,K03794,K01599,K00228,K02495,K00230,K00231,K01772,K00435,K02257,K02301,K02259,K02190,K03795,K03394,K13540,K02229,K05934,K02189,K13541,K05936,K02228,K05895,K02188,K00595,K02191,K03399,K06042,K02224,K02230,K09882,K09883,K02234,K13786,K00798,K19221,K02232,K02227,K02225,K08260,K02231,K19712,K02233,K00768,K02226,K16651,K04720,K05368,K04032,K03403,K03404,K03405,K03428,K04034,K04035,K19073,K21231,K04036,K00218,K04037,K04038,K04039,K04040,K08099,K13600,K13606,K18010,K13544,K13071,K13545,K11333,K11334,K11335,K11336,K11337,K10960,K21058,K13602,K13601,K13603,K13604,K13605,K00510,K00214,K05901,K08100,K00699,K01195,K05369,K05370,K08101,K05371,K01764,K13624,K14735,K19054,K03594
Metabolism	Metabolism of terpenoids and polyketides	00130	Ubiquinone and other terpenoid-quinone biosynthesis	K00815,K00838,K18606,K00487,K01904,K01075,K03181,K18805,K18240,K03179,K03182,K03186,K18800,K00568,K03185,K03183,K03184,K06125,K00591,K06126,K06127,K06134,K01851,K02552,K02361,K02551,K08680,K02549,K14759,K01911,K14760,K01661,K12073,K19222,K02548,K11782,K18285,K18286,K20810,K11783,K18284,K11784,K11785,K00355,K03809,K19267,K10106,K05357,K00457,K12501,K12502,K18534,K09833,K09834,K05928,K13565
Metabolism	Metabolism of terpenoids and polyketides	00900	Terpenoid backbone biosynthesis	K01662,K00099,K00991,K12506,K00919,K01770,K03526,K03527,K00626,K01641,K00021,K00054,K00869,K00938,K13273,K01597,K17942,K06981,K18689,K18690,K01823,K00787,K00795,K14066,K00804,K13789,K13787,K12503,K15887,K14215,K21273,K05355,K21268,K21274,K21275,K00805,K02523,K05356,K12504,K12505,K00806,K11778,K19177,K15888,K10960,K12742,K05955,K05954,K08658,K06013,K00587,K15889,K05906,K15890,K15891,K15892,K15793
Metabolism	Metabolism of terpenoids and polyketides	00902	Monoterpenoid biosynthesis	K12467,K21069,K20142,K15086,K15087,K05525,K15088,K15089,K15090,K15091,K15092,K15093,K15094,K15095,K07381,K07382,K15096,K07384,K15097,K07385,K18108,K15098,K20979,K20986,K15099,K13400
Metabolism	Metabolism of terpenoids and polyketides	00909	Sesquiterpenoid and triterpenoid biosynthesis	K00801,K00511,K15793,K15891,K14173,K14174,K14175,K10156,K12645,K14176,K14177,K15794,K15795,K15796,K15797,K12249,K14178,K15798,K15799,K14179,K15800,K20561,K15801,K15802,K15803,K10187,K14180,K15804,K15805,K14181,K14182,K15472,K15806,K18109,K15807,K18110,K15808,K14184,K18111,K18112,K14185,K14186,K12250,K15907,K14183,K15809,K06045,K15810,K15811,K15812,K19010,K15815,K15813,K20658,K15814,K15816,K20659,K15817,K15818,K15819,K15820,K16204,K16205,K16206,K15821,K15822,K15823,K19011,K16207
Metabolism	Metabolism of terpenoids and polyketides	00904	Diterpenoid biosynthesis	K04120,K04121,K20657,K04122,K21292,K04123,K05282,K04124,K04125,K12917,K12918,K12919,K12920,K16082,K16083,K14036,K16084,K14037,K14038,K12921,K14039,K12922,K12923,K12924,K20512,K12925,K12926,K12927,K14040,K14041,K19571,K14042,K18113,K20513,K20514,K20515,K14043,K12928,K14044,K14045,K14046,K16085,K13070,K12929,K16086,K20516,K20517,K20518,K20519,K14047,K17982,K17961
Metabolism	Metabolism of terpenoids and polyketides	00906	Carotenoid biosynthesis	K02291,K17841,K02293,K15744,K00514,K09835,K10027,K15745,K06443,K06444,K14605,K14606,K02292,K09836,K15746,K02294,K15747,K09837,K09838,K09839,K14593,K14594,K09840,K09841,K09842,K09843,K14595,K15748,K17911,K17912,K17913,K09879,K14596,K09844,K09845,K09846,K09847,K14597,K14598,K10208,K10209,K10210,K10211,K10212,K17842,K17819
Metabolism	Metabolism of terpenoids and polyketides	00905	Brassinosteroid biosynthesis	K09587,K12639,K09588,K09591,K12637,K12638,K09590,K12640,K09589,K20623,K15639
Metabolism	Metabolism of terpenoids and polyketides	00981	Insect hormone biosynthesis	K21013,K15890,K00128,K10718,K15824,K14937,K10719,K15825,K01063,K15826,K14938,K14939,K10720,K10721,K10722,K10723,K14985,K10724
Metabolism	Metabolism of terpenoids and polyketides	00908	Zeatin biosynthesis	K10760,K10717,K00279,K13492,K13493,K13494,K00791,K13495
Metabolism	Metabolism of terpenoids and polyketides	00903	Limonene and pinene degradation	K07381,K14730,K14731,K07382,K14732,K00128,K14733,K10533,K12466,K00517,K01692,K01825,K01782
Metabolism	Metabolism of terpenoids and polyketides	00281	Geraniol degradation	K13774,K13775,K13776,K11731,K19653,K17832,K13777,K13778,K13779,K01640,K00632,K00257,K01692,K00022,K01825,K01782
Metabolism	Metabolism of terpenoids and polyketides	01052	Type I polyketide structures	K16000,K16001,K16002,K16003,K16004,K16005,K16006,K10817,K14366,K14367,K14368,K15997,K14370,K16007,K16008,K16009,K16010,K15988,K15989,K15990,K15991,K15992,K15993,K15994,K16372,K20786,K16373,K16374,K14371,K14372,K14373,K14374,K14375,K16420,K16375,K16376,K16377,K16378,K16379,K16380,K16381,K16024,K16025,K16026,K16027,K16028,K16029,K16030,K16031,K16032,K15466,K16033,K16034,K16035,K16036,K16037,K16038,K15670,K15671,K15672,K15673,K16022,K16023,K15467,K16382,K16383,K16384,K20787,K16385,K16386,K16387,K16388,K16389,K16390,K16391,K19203,K19204,K19205,K19206,K16392,K16393,K19207,K19208,K16394,K16395,K16396,K16397,K16398,K16399,K16400,K16401,K16402,K16403,K16404,K16405,K16406,K16407,K16408,K16409,K16410,K16411,K16412,K16413,K16414,K16415,K16416,K15643,K16417,K15642,K20788,K15641,K16418,K16450,K16419,K20789
Metabolism	Metabolism of terpenoids and polyketides	00522	Biosynthesis of 12-, 14- and 16-membered macrolides	K15988,K15989,K15990,K15992,K15991,K15993,K15994,K15995,K15996,K10817,K14366,K14367,K14368,K15997,K14370,K14369,K15998,K19698,K15999,K16000,K16001,K16002,K16003,K16004,K16005,K16006,K16007,K16008,K16009,K13320,K16010,K14371,K14372,K14373,K14374,K14375
Metabolism	Metabolism of terpenoids and polyketides	01051	Biosynthesis of ansamycins	K16015,K16016,K16017,K16018,K00615,K16019,K16020,K16021,K15670,K15671,K15672,K15673,K16022,K15466,K16023,K15467,K16024,K16025,K16026,K16027,K16028,K16029,K16030,K16031,K16032,K16033,K16034,K16035,K16036,K16037,K16038,K16039
Metabolism	Metabolism of terpenoids and polyketides	01059	Biosynthesis of enediyne antibiotics	K15314,K15315,K21159,K21160,K21161,K21162,K21163,K21164,K21165,K21166,K21167,K21168,K21169,K21170,K21171,K21172,K21173,K21174,K20159,K21175,K20156,K21176,K21177,K21178,K21179,K21180,K21181,K21182,K21183,K16431,K21184,K21185,K21186,K21187,K21188,K21189,K21190,K15320,K21191,K21192,K21193,K21194,K20422,K20420,K20421,K20423,K21209,K21210,K21211,K21212,K21213,K21214,K21215,K21216,K21221,K21222,K21223,K21224,K21225,K21226,K21227,K21228,K21229,K21230,K21254,K21255,K21256,K21257,K21258,K21259,K21260,K21261,K21262,K21263
Metabolism	Metabolism of terpenoids and polyketides	01056	Biosynthesis of type II polyketide backbone	K05551,K05552,K05553,K12420,K05554,K14249,K15884,K15885,K15886
Metabolism	Metabolism of terpenoids and polyketides	01057	Biosynthesis of type II polyketide products	K05555,K05556,K14626,K14627,K14628,K14629,K14630,K14631,K14632,K14633,K14250,K14251,K14252,K14253,K14254,K14255,K14256,K21301,K14257,K21297,K15926,K15927,K15928,K15929,K15930,K15931,K15932,K15933,K15934,K15935,K15936,K15937,K15938,K15939,K15941,K15942,K15943,K15944,K15945,K15946,K15947,K15948,K15949,K15950,K15951,K15952,K15953,K15954,K15955,K15956,K15957,K15958,K15959,K15960,K15961,K15962,K15963,K15964,K15965,K15966,K15967,K15968,K15969,K15886,K15970,K15971,K15972,K19566,K19567,K19568,K19569,K19570
Metabolism	Metabolism of terpenoids and polyketides	00253	Tetracycline biosynthesis	K14244,K05551,K05552,K05553,K12420,K14249,K14250,K14251,K14252,K14253,K14254,K14255,K14256,K21301,K14257,K21297,K18221
Metabolism	Metabolism of terpenoids and polyketides	00523	Polyketide sugar unit biosynthesis	K00973,K01710,K01790,K00067,K21325,K12451,K19180,K19652,K17947,K13306,K20678,K19853,K19854,K13307,K20679,K20680,K20681,K20682,K13308,K13309,K13310,K13311,K13312,K13313,K19855,K12710,K17625,K21326,K21327,K21328,K21329,K16435,K13315,K13317,K13316,K16438,K13318,K19856,K19857,K13327,K13328,K13329,K13330,K19858,K13319,K16436,K13326,K13322,K19859,K13332,K21330,K21331,K21332,K21333,K21335,K21336,K21337
Metabolism	Metabolism of terpenoids and polyketides	01054	Nonribosomal peptide structures	K16093,K16094,K16095,K16096,K16097,K16098,K16099,K16100,K16101,K16102,K16103,K16104,K16105,K16106,K16107,K16108,K16109,K16110,K16111,K16112,K16113,K16114,K16115,K16116,K16117,K16118,K15654,K15655,K15656,K16119,K16120,K16121,K15661,K15662,K15663,K15666,K15667,K15668,K15664,K15665,K16122,K16123,K16124,K16125,K16126,K16127,K16128,K16129,K16130,K16131,K16132,K01779,K16133,K16134
Metabolism	Metabolism of terpenoids and polyketides	01053	Biosynthesis of siderophore group nonribosomal peptides	K01851,K02552,K02361,K01252,K00216,K02362,K02363,K02364,K04778,K12237,K04780,K15653,K15681,K04781,K04782,K12238,K12239,K12240,K12241,K04783,K04784,K04785,K04786,K04787,K04788,K04789,K04790,K04791,K04792,K04793
Metabolism	Biosynthesis of other secondary metabolites	01055	Biosynthesis of vancomycin group antibiotics	K16421,K16422,K16423,K16424,K16425,K16426,K16427,K16428,K16429,K16430,K16431,K16432,K16433,K16434,K01710,K16435,K16436,K16437,K16438,K16439,K18836,K16440,K16442,K16443,K16444,K16445,K16446,K16447,K16448
Metabolism	Biosynthesis of other secondary metabolites	00940	Phenylpropanoid biosynthesis	K10775,K13064,K01188,K05349,K05350,K01904,K09753,K00487,K12355,K20039,K03186,K00083,K03782,K11188,K00430,K12356,K13065,K09754,K18368,K13066,K00588,K09755,K13068,K09756,K09757,K17054,K17055,K17056,K17057,K17058,K17059,K15506,K13067,K06892
Metabolism	Biosynthesis of other secondary metabolites	00945	Stilbenoid, diarylheptanoid and gingerol biosynthesis	K13231,K00487,K13232,K00517,K16040,K13233,K13234,K17211,K17212,K13235,K13065,K09754,K00588
Metabolism	Biosynthesis of other secondary metabolites	00941	Flavonoid biosynthesis	K00660,K01859,K00475,K13077,K05278,K00487,K08243,K05280,K05277,K08695,K13078,K13079,K13080,K13081,K13065,K09754,K13082,K00588,K13083
Metabolism	Biosynthesis of other secondary metabolites	00944	Flavone and flavonol biosynthesis	K13264,K13080,K01195,K10757,K13269,K15787,K05280,K05279,K13270,K13271,K13083,K13272
Metabolism	Biosynthesis of other secondary metabolites	00942	Anthocyanin biosynthesis	K12930,K12931,K12932,K12933,K17192,K17193,K21383,K12934,K12935,K12338,K17194,K12936,K12937,K12938,K12939
Metabolism	Biosynthesis of other secondary metabolites	00943	Isoflavonoid biosynthesis	K13257,K13258,K13259,K13260,K13261,K13262,K13263,K13264,K05281,K13265,K13266,K13267,K13077
Metabolism	Biosynthesis of other secondary metabolites	00901	Indole alkaloid biosynthesis	K01593,K01757,K12693,K08233,K12694,K12695,K21026,K12696,K12697,K12698,K12699
Metabolism	Biosynthesis of other secondary metabolites	00403	Indole diterpene alkaloid biosynthesis	K18385,K18386,K18387,K18388,K18389,K18390,K18391,K18392,K18393,K18394,K18395,K18396,K18397
Metabolism	Biosynthesis of other secondary metabolites	00950	Isoquinoline alkaloid biosynthesis	K03334,K14454,K14455,K00811,K00812,K00813,K11358,K15849,K00815,K00832,K00838,K13382,K13383,K13384,K13385,K13386,K13387,K00422,K00501,K00505,K01592,K01593,K21311,K00274,K00276,K13371,K13372,K13388,K13389,K13390,K13391,K13392,K13393,K14975,K14976,K03378,K13394,K00307,K21070,K13395,K13396,K13397,K13398
Metabolism	Biosynthesis of other secondary metabolites	00960	Tropane, piperidine and pyridine alkaloid biosynthesis	K05353,K00276,K05354,K08081,K14454,K14455,K00811,K00812,K00813,K11358,K15849,K00815,K00817,K00832,K00838,K05821,K18606,K13607,K12692,K00808,K13608,K13609,K19743,K19064,K01582,K13610
Metabolism	Biosynthesis of other secondary metabolites	01058	Acridone alkaloid biosynthesis	K12643,K12644
Metabolism	Biosynthesis of other secondary metabolites	00232	Caffeine metabolism	K12729,K12730,K12731,K07409,K00622,K17683,K00106,K00365,K16838
Metabolism	Biosynthesis of other secondary metabolites	00965	Betalain biosynthesis	K00505,K01593,K00545,K15774,K15775,K15776,K15777
Metabolism	Biosynthesis of other secondary metabolites	00966	Glucosinolate biosynthesis	K21346,K15741,K15742,K01703,K21359,K21360,K12154,K12156,K11819,K11820,K11821,K12155,K13401,K14984,K12153,K11818,K11812,K11813,K13027
Metabolism	Biosynthesis of other secondary metabolites	00402	Benzoxazinoid biosynthesis	K13222,K13223,K13224,K13225,K13226,K13227,K13229,K13230
Metabolism	Biosynthesis of other secondary metabolites	00311	Penicillin and cephalosporin biosynthesis	K12743,K04126,K04127,K12744,K12745,K12747,K01060,K00273,K12748,K04128,K18062,K10852,K19200,K01434,K17836
Metabolism	Biosynthesis of other secondary metabolites	00332	Carbapenem biosynthesis	K00931,K00147,K18318,K18319,K18317,K18583,K18316,K18582,K18315,K18562,K18563,K18564,K18565,K18566,K18568,K18569,K18570,K18571,K18572
Metabolism	Biosynthesis of other secondary metabolites	00261	Monobactam biosynthesis	K16421,K16422,K16423,K19102,K19103,K05375,K19104,K19105,K19106,K13811,K00955,K00956,K00957,K00958,K00928,K12524,K12525,K12526,K00133,K01714,K00215,K19107,K19108,K19109,K19110,K19111,K19112,K19113
Metabolism	Biosynthesis of other secondary metabolites	00331	Clavulanic acid biosynthesis	K12673,K12674,K12675,K12676,K12677
Metabolism	Biosynthesis of other secondary metabolites	00521	Streptomycin biosynthesis	K00844,K12407,K00845,K01835,K15778,K01858,K01092,K00010,K05957,K04339,K04340,K00973,K01710,K01790,K00067,K04341,K04342,K12570
Metabolism	Biosynthesis of other secondary metabolites	00524	Neomycin, kanamycin and gentamicin biosynthesis	K00844,K12407,K00845,K13546,K13547,K13548,K13549,K13550,K13551,K17078,K13552,K20565,K20566,K13553,K20567,K20568,K13554,K13555,K13556,K13557,K13558,K13559,K13560,K13561,K13562,K13563,K13564,K20569,K20570,K20571,K20572,K20573,K20574,K20152,K20575,K20576,K20577,K20578,K20579,K20580,K20581,K20582,K20583,K20584,K20585,K20586,K20587,K20588,K20589,K20590,K20591,K20592,K20593,K20594,K20595,K20596,K20597,K20598
Metabolism	Biosynthesis of other secondary metabolites	00525	Acarbose and validamycin biosynthesis	K19969,K19979,K19974,K20424,K20425,K20426,K20427,K00973,K01710,K20428,K20430,K19978,K20431,K20432,K20433,K20434,K20435,K20436,K20437,K20438,K21036,K20439,K20440,K20441,K20442,K20443
Metabolism	Biosynthesis of other secondary metabolites	00231	Puromycin biosynthesis	K12628,K12629,K12630,K12631,K12632,K12633,K12634,K12635,K12636
Metabolism	Biosynthesis of other secondary metabolites	00401	Novobiocin biosynthesis	K12701,K12702,K12703,K12704,K00210,K04517,K14187,K00220,K00812,K00813,K11358,K00815,K00817,K00832,K00838,K12707,K12708,K12709,K12705,K12711,K12712,K12713,K12714,K12719,K12720,K12721,K12723,K17626,K12722,K12724
Metabolism	Biosynthesis of other secondary metabolites	00404	Staurosporine biosynthesis	K20075,K20076,K20077,K20078,K20079,K20080,K20081,K20082,K16438,K20085,K14266,K19884,K19885,K19886,K19887,K19888,K19889,K19981,K14257,K19982,K18281,K14132,K17475,K18280,K17827,K17826,K14134,K17825,K18279,K20086,K20087,K20088,K20089,K20090
Metabolism	Xenobiotics biodegradation and metabolism	00254	Aflatoxin biosynthesis	K11262,K01946,K15316,K17643,K17644,K17645,K17652,K17646,K17647,K17648,K17649,K17650,K17651
Metabolism	Xenobiotics biodegradation and metabolism	00362	Benzoate degradation	K05549,K05550,K05784,K05783,K03381,K01856,K03464,K01055,K14727,K01031,K01032,K00632,K07823,K03268,K16268,K18089,K18090,K16269,K16249,K16243,K16244,K16242,K16245,K16246,K14333,K00446,K07104,K10621,K10622,K10216,K02554,K18364,K01666,K18365,K04073,K18366,K10217,K01821,K01617,K20941,K20942,K20943,K20944,K04098,K00217,K00448,K00449,K01857,K01607,K14334,K04100,K04101,K10219,K10221,K16514,K10220,K16515,K10218,K07824,K00481,K19065,K04105,K20458,K01075,K04107,K04108,K04109,K04110,K04112,K04113,K04114,K04115,K19515,K19516,K07537,K07538,K07539,K19066,K19067,K04116,K04117,K07534,K07535,K07536,K04118,K01782,K01825,K07516,K16173,K01615,K00252,K01692,K13767,K00074,K00626
Metabolism	Xenobiotics biodegradation and metabolism	00627	Aminobenzoate degradation	K10215,K01721,K20807,K01426,K01501,K01512,K04110,K18541,K01781,K15054,K01576,K00141,K07824,K04105,K20458,K04107,K04108,K04109,K00517,K03380,K01612,K08295,K09461,K14333,K05599,K05600,K11311,K16319,K16320,K18248,K18249,K15055,K15056,K14579,K14580,K14578,K14581,K15057,K15058,K15059,K15060,K15061,K15062,K15063,K03862,K03863,K04100,K04101,K04099,K10219,K10221,K15064,K15065,K15066,K01034,K01035,K19709,K01692,K07515,K07514,K07511,K00493,K14338,K01045,K01101,K01078,K01093,K03788,K09474,K01077,K01113,K20712,K20990
Metabolism	Xenobiotics biodegradation and metabolism	00364	Fluorobenzoate degradation	K05549,K05550,K05784,K05783,K03381,K01860,K01061,K01856,K20806,K01721,K20807,K03391,K00217,K08686,K20808,K20809,K14417,K14418
Metabolism	Xenobiotics biodegradation and metabolism	00625	Chloroalkane and chloroalkene degradation	K01563,K13953,K13954,K00001,K00121,K04072,K00128,K14419,K14420,K14421,K14422,K20625,K00531,K02591,K02588,K02586,K08726,K03268,K16268,K18089,K18090,K17070,K00148,K17067,K17068,K14028,K14029,K00114,K01561,K01560
Metabolism	Xenobiotics biodegradation and metabolism	00361	Chlorocyclohexane and chlorobenzene degradation	K01563,K03268,K16268,K18089,K18090,K16269,K16249,K16243,K16244,K16242,K16245,K16246,K15236,K00462,K03381,K01860,K01061,K15237,K15238,K15239,K15240,K03391,K15241,K15242,K00217,K15243,K15244,K15245,K15246,K04098,K06912,K10676,K01856,K00446,K07104,K15253,K01560,K01561
Metabolism	Xenobiotics biodegradation and metabolism	00623	Toluene degradation	K07540,K07543,K07544,K07545,K07546,K07547,K07548,K07549,K07550,K16249,K16243,K16244,K16242,K16245,K16246,K03268,K16268,K18089,K18090,K16269,K15760,K15761,K15762,K15763,K15764,K15765,K03380,K15757,K15758,K00055,K00141,K05797,K20200,K20199,K20218,K15766,K15767,K03381,K01856,K15768,K15769,K19629,K19630,K01860,K01061,K00217
Metabolism	Xenobiotics biodegradation and metabolism	00622	Xylene degradation	K15757,K15758,K00055,K00141,K05549,K05550,K05784,K05783,K00446,K07104,K10216,K10217,K01821,K01617,K18364,K18365,K18366,K16270,K10702,K10616,K18293,K10617,K10618,K10619,K16303,K16304,K18227,K10620,K10621,K10622,K10623,K02554,K01666,K04073
Metabolism	Xenobiotics biodegradation and metabolism	00633	Nitrotoluene degradation	K10678,K10679,K10680,K06281,K06282,K00198,K00196,K03518,K03519,K03520,K00169,K00170,K00172,K00171,K11180,K11181,K00622,K14579,K14580,K14578,K14581
Metabolism	Xenobiotics biodegradation and metabolism	00642	Ethylbenzene degradation	K14579,K14580,K14578,K14581,K10700,K17048,K17049,K14746,K10701,K14747,K00632,K14748,K14749,K14750,K14751,K18092
Metabolism	Xenobiotics biodegradation and metabolism	00643	Styrene degradation	K14481,K14482,K18312,K00146,K10437,K00451,K01800,K01555,K16171,K10566,K01721,K20807,K01426,K01501,K10438,K16269,K00446,K07104,K10216,K01502,K01039,K01040,K20626,K20627,K01026
Metabolism	Xenobiotics biodegradation and metabolism	00791	Atrazine degradation	K05394,K03382,K08710,K03383,K19837,K01457,K14541,K01941,K06035,K01427,K01428,K01429,K01430,K14048
Metabolism	Xenobiotics biodegradation and metabolism	00930	Caprolactam degradation	K18199,K00496,K17754,K19960,K03379,K01053,K14731,K00002,K19961,K14519,K19962,K06446,K01692,K01825,K01782,K07515,K07514,K07511,K00022,K19963,K01453,K01471
Metabolism	Xenobiotics biodegradation and metabolism	00363	Bisphenol degradation	K00517,K14520,K01045,K05913
Metabolism	Xenobiotics biodegradation and metabolism	00621	Dioxin degradation	K14599,K14600,K15749,K10222,K01821,K00480,K01617,K02554,K18364,K01666,K18365,K04073,K18366,K08689,K15750,K18087,K18088,K08690,K00462,K15751,K15752,K15753,K15754,K15755,K15756
Metabolism	Xenobiotics biodegradation and metabolism	00626	Naphthalene degradation	K14579,K14580,K14578,K14581,K14582,K14583,K14584,K14585,K00152,K18242,K18243,K00480,K13953,K13954,K00001,K00121,K04072,K01670,K15567,K15568,K15569,K15570,K15571,K15572,K15573,K19958,K15574,K15575,K14586
Metabolism	Xenobiotics biodegradation and metabolism	00624	Polycyclic aromatic hydrocarbon degradation	K14579,K14580,K14578,K14581,K14599,K14600,K14601,K14602,K14603,K14604,K00517,K14582,K00480,K16269,K11943,K11944,K18257,K11945,K11946,K11947,K11948,K11949,K18275,K18068,K18069,K18067,K04102,K18251,K18252,K18253,K18254,K18255,K18256,K18074,K18075,K18077,K18076,K19065,K04100,K04101,K00448,K00449
Metabolism	Xenobiotics biodegradation and metabolism	00365	Furfural degradation	K16873,K16874,K16875,K16876,K16877,K16878,K16879,K16880
Metabolism	Xenobiotics biodegradation and metabolism	00984	Steroid degradation	K03333,K16045,K15981,K16046,K05898,K15982,K15983,K16047,K16048,K16049,K16050,K18687,K05296,K01822,K16051
Metabolism	Xenobiotics biodegradation and metabolism	00980	Metabolism of xenobiotics by cytochrome P450	K07408,K17719,K17689,K07410,K00799,K13299,K04097,K01253,K17709,K11822,K07409,K17683,K07415,K07416,K07420,K00212,K00078,K17685,K17712,K15680,K00079,K00081,K00084,K00699,K17690,K15303,K00129,K13951,K13980,K00121,K13952,K13953,K00001
Metabolism	Xenobiotics biodegradation and metabolism	00982	Drug metabolism - cytochrome P450	K17712,K17719,K17689,K00485,K17721,K17709,K17690,K00799,K13299,K04097,K13951,K13980,K00121,K13952,K13953,K00001,K00129,K00274,K00157,K00699,K07409,K07415,K17718,K17683
Metabolism	Enzyme families	00983	Drug metabolism - other enzymes	K00760,K00088,K01951,K00569,K00106,K01519,K01044,K03927,K00699,K01195,K17689,K01489,K00758,K00207,K01464,K01431,K17683,K00757,K00876,K00857,K13421,K00622
Genetic Information Processing	Transcription	00004	KEGG modules in global maps only	K19741,K19723,K19726,K19725,K19724,K19727,K19546,K19547,K19550,K19549,K19548,K13037,K19835,K19834,K12250,K15907,K18056,K17747,K18091,K18057,K17476
Genetic Information Processing	Transcription	03020	RNA polymerase	K03040,K03043,K03046,K13797,K03048,K03060,K03042,K03041,K03044,K03045,K13798,K03053,K03055,K03058,K03047,K03049,K03050,K03056,K03059,K03051,K03052,K03010,K03006,K03011,K03008,K03012,K03015,K03017,K03013,K03014,K03016,K03009,K03007,K03021,K03018,K03020,K03027,K03023,K03026,K14721,K03019,K03022,K03024,K03025,K03002,K02999,K03000,K03001,K03003,K03005,K03004
Genetic Information Processing	Transcription	03022	Basal transcription factors	K03122,K03123,K03124,K03120,K03125,K03128,K03132,K14649,K14650,K03134,K03130,K03129,K03126,K03131,K14535,K03133,K03140,K03135,K03127,K14651,K03136,K03137,K03138,K03139,K03141,K03142,K03143,K03144,K10843,K10844,K10845,K02202,K10842,K06634,K03121
Genetic Information Processing	Transcription	03040	Spliceosome	K14276,K14277,K14278,K14279,K14280,K12811,K12812,K12813,K12814,K12815,K12816,K12817,K12818,K12819,K12820,K11086,K11087,K11096,K11088,K11097,K11098,K11099,K11093,K11091,K11095,K12821,K12822,K12823,K12824,K11092,K11094,K12825,K12826,K12827,K12828,K12829,K12830,K12831,K12832,K12833,K12834,K12835,K12836,K12837,K12838,K12839,K12840,K12841,K12842,K19604,K12621,K12622,K12623,K12624,K12625,K12626,K12627,K12843,K12662,K09567,K12844,K12845,K12846,K12847,K11984,K12848,K12849,K12850,K12851,K12852,K12853,K12854,K12855,K12856,K12857,K12858,K12859,K10599,K12860,K12861,K12862,K12863,K12864,K03283,K12865,K12866,K06063,K12867,K12868,K12869,K12870,K12733,K09564,K12871,K12872,K12873,K12874,K12875,K13025,K12876,K12877,K12878,K12879,K12880,K12881,K12882,K12883,K12741,K12884,K12885,K12886,K12887,K12888,K12889,K12890,K12891,K12892,K12893,K12896,K21123,K12897,K12900
Genetic Information Processing	Translation	03010	Ribosome	K02945,K02967,K02982,K02986,K02988,K02990,K02992,K02994,K02996,K02946,K02948,K02950,K02952,K02954,K02956,K02959,K02961,K02963,K02965,K02968,K02970,K02981,K02985,K02984,K02987,K02989,K02991,K02993,K02995,K02997,K02947,K02949,K02951,K02953,K02955,K02958,K02957,K02960,K02962,K02964,K02966,K02969,K02971,K02973,K02974,K02975,K02976,K02978,K02977,K02979,K02980,K02983,K02998,K02863,K02886,K02906,K02926,K02931,K02933,K02935,K02939,K02864,K02867,K02869,K02871,K02874,K02876,K02878,K02879,K02881,K02884,K02887,K02888,K02890,K02892,K02895,K02897,K02899,K02902,K02904,K02907,K02909,K02911,K02913,K02914,K02916,K02919,K07590,K02925,K02930,K02932,K02934,K02937,K02936,K02938,K02940,K02866,K02865,K02868,K02870,K02873,K02872,K02875,K02877,K02880,K02883,K02882,K02885,K02889,K02891,K02894,K02893,K02896,K02898,K02901,K02900,K02903,K02905,K02908,K02910,K02912,K02915,K02918,K02917,K02920,K02922,K02921,K02923,K02924,K02927,K02928,K02929,K02941,K02942,K02943,K02944,K01977,K01980,K01985,K01979,K01982,K01981,K01986
