[Gene ID]	[source_id]	[Gene Name or Symbol]	[Curated GO Processes]	[Curated GO Process IDs]	[EC numbers]	[Organism]	[Computed GO Process IDs]	[Computed GO Processes]	
CNAG_01353	CNAG_01353-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01354	CNAG_01354-t26_1	N/A	response to cadmium ion	GO:0046686	N/A	C. neoformans var. grubii H99	GO:0055085	transmembrane transport	
CNAG_01355	CNAG_01355-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0045454	cell redox homeostasis	
CNAG_01356	CNAG_01356-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01357	CNAG_01357-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0016311, GO:0006470	dephosphorylation, protein dephosphorylation	
CNAG_01358	CNAG_01358-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01359	CNAG_01359-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006351	transcription, DNA-templated	
CNAG_01360	CNAG_01360-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01361	CNAG_01361-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006606	protein import into nucleus	
CNAG_01362	CNAG_01362-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01363	CNAG_01363-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01364	CNAG_01364-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006163	purine nucleotide metabolic process	
CNAG_01365	CNAG_01365-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01367	CNAG_01367-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01368	CNAG_01368-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01368	CNAG_01368-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01369	CNAG_01369-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01369	CNAG_01369-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01370	CNAG_01370-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01371	CNAG_01371-t26_1	CRG2	capsule organization, cell growth, mating, melanin biosynthetic process, pathogenesis, sporulation	GO:0045230, GO:0016049, GO:0007618, GO:0042438, GO:0009405, GO:0043934	N/A	C. neoformans var. grubii H99	GO:0038032	termination of G-protein coupled receptor signaling pathway	
CNAG_01372	CNAG_01372-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01373	CNAG_01373-t26_1	CDC10	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0007049	cell cycle	
CNAG_01375	CNAG_01375-t26_1	ABP1	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01376	CNAG_01376-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01376	CNAG_01376-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01377	CNAG_01377-t26_1	UBP13	melanin biosynthetic process, response to antibiotic, response to drug	GO:0042438, GO:0046677, GO:0042493	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01378	CNAG_01378-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006508	proteolysis	
CNAG_01379	CNAG_01379-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01380	CNAG_01380-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0008654	phospholipid biosynthetic process	
CNAG_01381	CNAG_01381-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01382	CNAG_01382-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01383	CNAG_01383-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01384	CNAG_01384-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0055085	transmembrane transport	
CNAG_01385	CNAG_01385-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006486	protein glycosylation	
CNAG_01386	CNAG_01386-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01387	CNAG_01387-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01388	CNAG_01388-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01389	CNAG_01389-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01390	CNAG_01390-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0009116	nucleoside metabolic process	
CNAG_01391	CNAG_01391-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01392	CNAG_01392-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01395	CNAG_01395-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0009052	pentose-phosphate shunt, non-oxidative branch	
CNAG_01396	CNAG_01396-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006406, GO:0045893	mRNA export from nucleus, positive regulation of transcription, DNA-templated	
CNAG_01397	CNAG_01397-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01398	CNAG_01398-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01399	CNAG_01399-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01400	CNAG_01400-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0009073, GO:0009058	aromatic amino acid family biosynthetic process, biosynthetic process	
CNAG_01401	CNAG_01401-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01402	CNAG_01402-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01403	CNAG_01403-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006810	transport	
CNAG_01404	CNAG_01404-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01405	CNAG_01405-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01406	CNAG_01406-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01408	CNAG_01408-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0032012	regulation of ARF protein signal transduction	
CNAG_01411	CNAG_01411-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01412	CNAG_01412-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01413	CNAG_01413-t26_1	PUB1	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01414	CNAG_01414-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006810	transport	
CNAG_01415	CNAG_01415-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01416	CNAG_01416-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01417	CNAG_01417-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01418	CNAG_01418-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01419	CNAG_01419-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01420	CNAG_01420-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01421	CNAG_01421-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01422	CNAG_01422-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0055085	transmembrane transport	
CNAG_01423	CNAG_01423-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01424	CNAG_01424-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01425	CNAG_01425-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01426	CNAG_01426-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01426	CNAG_01426-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01426	CNAG_01426-t26_3	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01428	CNAG_01428-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0008612, GO:0045901, GO:0045905, GO:0006452	peptidyl-lysine modification to peptidyl-hypusine, positive regulation of translational elongation, positive regulation of translational termination, translational frameshifting	
CNAG_01429	CNAG_01429-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01430	CNAG_01430-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0007067	mitotic nuclear division	
CNAG_01431	CNAG_01431-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01432	CNAG_01432-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01432	CNAG_01432-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01435	CNAG_01435-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006434, GO:0006418	seryl-tRNA aminoacylation, tRNA aminoacylation for protein translation	
CNAG_01436	CNAG_01436-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01437	CNAG_01437-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01438	CNAG_01438-t26_1	SWI6	capsule organization, pathogenesis	GO:0045230, GO:0009405	N/A	C. neoformans var. grubii H99	GO:0006355	regulation of transcription, DNA-templated	
CNAG_01439	CNAG_01439-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0008380	RNA splicing	
CNAG_01440	CNAG_01440-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0016480	negative regulation of transcription from RNA polymerase III promoter	
CNAG_01441	CNAG_01441-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01441	CNAG_01441-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01442	CNAG_01442-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0008152	metabolic process	
CNAG_01443	CNAG_01443-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01444	CNAG_01444-t26_1	RPB4	pathogenesis	GO:0009405	N/A	C. neoformans var. grubii H99	GO:0044237, GO:0006351	cellular metabolic process, transcription, DNA-templated	
CNAG_01445	CNAG_01445-t26_1	APG9	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01446	CNAG_01446-t26_1	HSP12	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006950	response to stress	
CNAG_01448	CNAG_01448-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01451	CNAG_01451-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01452	CNAG_01452-t26_1	MAT3	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01454	CNAG_01454-t26_1	STE12alpha	sporulation	GO:0043934	N/A	C. neoformans var. grubii H99	GO:0006355	regulation of transcription, DNA-templated	
CNAG_01455	CNAG_01455-t26_1	RPL39alpha	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006412	translation	
CNAG_01456	CNAG_01456-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01456	CNAG_01456-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01457	CNAG_01457-t26_1	BSP1	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006281, GO:0006260	DNA repair, DNA replication	
CNAG_01461	CNAG_01461-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01463	CNAG_01463-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01464	CNAG_01464-t26_1	FHB1	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0055114	oxidation-reduction process	
CNAG_01465	CNAG_01465-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006281	DNA repair	
CNAG_01466	CNAG_01466-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01467	CNAG_01467-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006810	transport	
CNAG_01468	CNAG_01468-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0000910, GO:0000226	cytokinesis, microtubule cytoskeleton organization	
CNAG_01469	CNAG_01469-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0008654	phospholipid biosynthetic process	
CNAG_01470	CNAG_01470-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0055114	oxidation-reduction process	
CNAG_01471	CNAG_01471-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01472	CNAG_01472-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0008272, GO:0055085	sulfate transport, transmembrane transport	
CNAG_01473	CNAG_01473-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01474	CNAG_01474-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01474	CNAG_01474-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01475	CNAG_01475-t26_1	SMT1	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0008610	lipid biosynthetic process	
CNAG_01476	CNAG_01476-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01477	CNAG_01477-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0009058	biosynthetic process	
CNAG_01478	CNAG_01478-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0055114	oxidation-reduction process	
CNAG_01479	CNAG_01479-t26_1	N/A	response to cadmium ion, response to diamide	GO:0046686, GO:0072737	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01480	CNAG_01480-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006412	translation	
CNAG_01481	CNAG_01481-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01482	CNAG_01482-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01483	CNAG_01483-t26_1	HPI1	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01485	CNAG_01485-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0055114	oxidation-reduction process	
CNAG_01486	CNAG_01486-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006412	translation	
CNAG_01487	CNAG_01487-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006355	regulation of transcription, DNA-templated	
CNAG_01489	CNAG_01489-t26_1	CAS9	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01490	CNAG_01490-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01490	CNAG_01490-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01491	CNAG_01491-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01492	CNAG_01492-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0055114, GO:0006098	oxidation-reduction process, pentose-phosphate shunt	
CNAG_01493	CNAG_01493-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01493	CNAG_01493-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01494	CNAG_01494-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01494	CNAG_01494-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01495	CNAG_01495-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0008152, GO:0055114	metabolic process, oxidation-reduction process	
CNAG_01496	CNAG_01496-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006470	protein dephosphorylation	
CNAG_01497	CNAG_01497-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0055085	transmembrane transport	
CNAG_01498	CNAG_01498-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0008152, GO:0018958	metabolic process, phenol-containing compound metabolic process	
CNAG_01499	CNAG_01499-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0055085	transmembrane transport	
CNAG_01499	CNAG_01499-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0055085	transmembrane transport	
CNAG_01500	CNAG_01500-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0055114	oxidation-reduction process	
CNAG_01501	CNAG_01501-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01502	CNAG_01502-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01504	CNAG_01504-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01506	CNAG_01506-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01507	CNAG_01507-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01508	CNAG_01508-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01509	CNAG_01509-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01510	CNAG_01510-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01511	CNAG_01511-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01512	CNAG_01512-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01512	CNAG_01512-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01513	CNAG_01513-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01514	CNAG_01514-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01518	CNAG_01518-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01518	CNAG_01518-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01519	CNAG_01519-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01520	CNAG_01520-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006479	protein methylation	
CNAG_01521	CNAG_01521-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01522	CNAG_01522-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006432, GO:0043039, GO:0006418, GO:0008033	phenylalanyl-tRNA aminoacylation, tRNA aminoacylation, tRNA aminoacylation for protein translation, tRNA processing	
CNAG_01523	CNAG_01523-t26_1	HOG1	capsule organization, hyperosmotic response, mating, melanin biosynthetic process, pathogenesis, response to UV, response to diamide, response to drug, response to fungicide, response to heat, response to hydrogen peroxide, response to hydroxyurea, response to methyl methanesulfonate, response to ox	GO:0045230, GO:0006972, GO:0007618, GO:0042438, GO:0009405, GO:0009411, GO:0072737, GO:0042493, GO:0060992, GO:0009408, GO:0042542, GO:0072710, GO:0072702, GO:0006979, GO:0072706, GO:1904576	N/A	C. neoformans var. grubii H99	GO:0006468	protein phosphorylation	
CNAG_01524	CNAG_01524-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01525	CNAG_01525-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01526	CNAG_01526-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01527	CNAG_01527-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01528	CNAG_01528-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01529	CNAG_01529-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01530	CNAG_01530-t26_1	MGA2	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01531	CNAG_01531-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01532	CNAG_01532-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0046856	phosphatidylinositol dephosphorylation	
CNAG_01533	CNAG_01533-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0007165	signal transduction	
CNAG_01534	CNAG_01534-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01535	CNAG_01535-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0003333	amino acid transmembrane transport	
CNAG_01536	CNAG_01536-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01537	CNAG_01537-t26_1	VAD1	hyperosmotic response, induction by symbiont of host immune response, pathogenesis, response to caffeine	GO:0006972, GO:0052559, GO:0009405, GO:0031000	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01538	CNAG_01538-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01539	CNAG_01539-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006021, GO:0008654	inositol biosynthetic process, phospholipid biosynthetic process	
CNAG_01540	CNAG_01540-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01541	CNAG_01541-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01542	CNAG_01542-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0055114	oxidation-reduction process	
CNAG_01543	CNAG_01543-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006886, GO:0016192	intracellular protein transport, vesicle-mediated transport	
CNAG_01544	CNAG_01544-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01545	CNAG_01545-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0055085	transmembrane transport	
CNAG_01545	CNAG_01545-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0055085	transmembrane transport	
CNAG_01546	CNAG_01546-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006479	protein methylation	
CNAG_01547	CNAG_01547-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01548	CNAG_01548-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01549	CNAG_01549-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01550	CNAG_01550-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01551	CNAG_01551-t26_1	GAT201	capsule organization	GO:0045230	N/A	C. neoformans var. grubii H99	GO:0006355	regulation of transcription, DNA-templated	
CNAG_01552	CNAG_01552-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01553	CNAG_01553-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01554	CNAG_01554-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01555	CNAG_01555-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01556	CNAG_01556-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01557	CNAG_01557-t26_1	CAM1	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01558	CNAG_01558-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0055114	oxidation-reduction process	
CNAG_01559	CNAG_01559-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01560	CNAG_01560-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01561	CNAG_01561-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01562	CNAG_01562-t26_1	BLP4	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01562	CNAG_01562-t26_2	BLP4	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01563	CNAG_01563-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01564	CNAG_01564-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_01565	CNAG_01565-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006464	cellular protein modification process	
CNAG_01566	CNAG_01566-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0000226	microtubule cytoskeleton organization	
CNAG_01567	CNAG_01567-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
